gpu_efficiency,gpu_effective_gbps,ram_effective_gbps,nvme_effective_gbps,fixed_overhead_ms,best_gpu_fraction,best_ram_fraction,best_nvme_fraction,gpu_time_ms,ram_time_ms,nvme_time_ms,total_time_ms,estimated_tokens_per_second,data_class
0.55,394.24,50.0,3.5,3.0,0.69,0.29,0.02,11.026527,11.040676,10.877513,14.040676,71.221643,synthetic_analytical
0.55,394.24,50.0,5.5,0.0,0.69,0.28,0.03,11.026527,10.659963,10.383081,11.026527,90.690385,synthetic_analytical
0.55,394.24,50.0,5.5,1.0,0.69,0.28,0.03,11.026527,10.659963,10.383081,12.026527,83.149522,synthetic_analytical
0.55,394.24,50.0,5.5,2.0,0.69,0.28,0.03,11.026527,10.659963,10.383081,13.026527,76.76643,synthetic_analytical
0.55,394.24,50.0,5.5,3.0,0.69,0.28,0.03,11.026527,10.659963,10.383081,14.026527,71.293484,synthetic_analytical
0.55,394.24,50.0,7.0,0.0,0.68,0.28,0.04,10.978243,10.659963,10.877513,10.978243,91.089258,synthetic_analytical
0.55,394.24,50.0,7.0,1.0,0.68,0.28,0.04,10.978243,10.659963,10.877513,11.978243,83.484699,synthetic_analytical
0.55,394.24,50.0,7.0,2.0,0.68,0.28,0.04,10.978243,10.659963,10.877513,12.978243,77.052033,synthetic_analytical
0.55,394.24,50.0,7.0,3.0,0.68,0.28,0.04,10.978243,10.659963,10.877513,13.978243,71.53975,synthetic_analytical
0.55,394.24,65.0,3.5,0.0,0.63,0.36,0.01,10.736821,10.54282,5.438757,10.736821,93.13744,synthetic_analytical
0.55,394.24,65.0,3.5,1.0,0.63,0.36,0.01,10.736821,10.54282,5.438757,11.736821,85.201949,synthetic_analytical
0.55,394.24,65.0,3.5,2.0,0.63,0.36,0.01,10.736821,10.54282,5.438757,12.736821,78.512528,synthetic_analytical
0.55,394.24,65.0,3.5,3.0,0.63,0.36,0.01,10.736821,10.54282,5.438757,13.736821,72.797048,synthetic_analytical
0.55,394.24,65.0,5.5,0.0,0.61,0.36,0.03,10.640252,10.54282,10.383081,10.640252,93.982737,synthetic_analytical
0.55,394.24,65.0,5.5,1.0,0.61,0.36,0.03,10.640252,10.54282,10.383081,11.640252,85.908793,synthetic_analytical
0.55,394.24,65.0,5.5,2.0,0.61,0.36,0.03,10.640252,10.54282,10.383081,12.640252,79.112347,synthetic_analytical
0.55,394.24,65.0,5.5,3.0,0.61,0.36,0.03,10.640252,10.54282,10.383081,13.640252,73.312429,synthetic_analytical
0.55,394.24,65.0,7.0,0.0,0.61,0.36,0.03,10.640252,10.54282,8.158135,10.640252,93.982737,synthetic_analytical
0.55,394.24,65.0,7.0,1.0,0.61,0.36,0.03,10.640252,10.54282,8.158135,11.640252,85.908793,synthetic_analytical
0.55,394.24,65.0,7.0,2.0,0.61,0.36,0.03,10.640252,10.54282,8.158135,12.640252,79.112347,synthetic_analytical
0.55,394.24,65.0,7.0,3.0,0.61,0.36,0.03,10.640252,10.54282,8.158135,13.640252,73.312429,synthetic_analytical
0.65,465.92,35.0,3.5,0.0,0.81,0.18,0.01,9.820411,9.789762,5.438757,9.820411,101.828732,synthetic_analytical
0.65,465.92,35.0,3.5,1.0,0.81,0.18,0.01,9.820411,9.789762,5.438757,10.820411,92.417931,synthetic_analytical
0.65,465.92,35.0,3.5,2.0,0.81,0.18,0.01,9.820411,9.789762,5.438757,11.820411,84.599427,synthetic_analytical
0.65,465.92,35.0,3.5,3.0,0.81,0.18,0.01,9.820411,9.789762,5.438757,12.820411,78.00062,synthetic_analytical
0.65,465.92,35.0,5.5,0.0,0.8,0.18,0.02,9.779555,9.789762,6.922054,9.789762,102.147531,synthetic_analytical
0.65,465.92,35.0,5.5,1.0,0.8,0.18,0.02,9.779555,9.789762,6.922054,10.789762,92.680452,synthetic_analytical
0.65,465.92,35.0,5.5,2.0,0.8,0.18,0.02,9.779555,9.789762,6.922054,11.789762,84.819356,synthetic_analytical
0.65,465.92,35.0,5.5,3.0,0.8,0.18,0.02,9.779555,9.789762,6.922054,12.789762,78.187539,synthetic_analytical
0.65,465.92,35.0,7.0,0.0,0.8,0.17,0.03,9.779555,9.245886,8.158135,9.779555,102.254142,synthetic_analytical
0.65,465.92,35.0,7.0,1.0,0.8,0.17,0.03,9.779555,9.245886,8.158135,10.779555,92.768208,synthetic_analytical
0.65,465.92,35.0,7.0,2.0,0.8,0.17,0.03,9.779555,9.245886,8.158135,11.779555,84.892851,synthetic_analytical
0.65,465.92,35.0,7.0,3.0,0.8,0.17,0.03,9.779555,9.245886,8.158135,12.779555,78.249986,synthetic_analytical
0.65,465.92,50.0,3.5,0.0,0.74,0.25,0.01,9.534419,9.517824,5.438757,9.534419,104.883164,synthetic_analytical
0.65,465.92,50.0,3.5,1.0,0.74,0.25,0.01,9.534419,9.517824,5.438757,10.534419,94.926928,synthetic_analytical
0.65,465.92,50.0,3.5,2.0,0.74,0.25,0.01,9.534419,9.517824,5.438757,11.534419,86.697044,synthetic_analytical
0.65,465.92,50.0,3.5,3.0,0.74,0.25,0.01,9.534419,9.517824,5.438757,12.534419,79.780325,synthetic_analytical
0.65,465.92,50.0,5.5,0.0,0.73,0.25,0.02,9.493563,9.517824,6.922054,9.517824,105.066032,synthetic_analytical
0.65,465.92,50.0,5.5,1.0,0.73,0.25,0.02,9.493563,9.517824,6.922054,10.517824,95.0767,synthetic_analytical
0.65,465.92,50.0,5.5,2.0,0.73,0.25,0.02,9.493563,9.517824,6.922054,11.517824,86.821955,synthetic_analytical
0.65,465.92,50.0,5.5,3.0,0.73,0.25,0.02,9.493563,9.517824,6.922054,12.517824,79.886089,synthetic_analytical
0.65,465.92,50.0,7.0,0.0,0.73,0.24,0.03,9.493563,9.137111,8.158135,9.493563,105.334534,synthetic_analytical
0.65,465.92,50.0,7.0,1.0,0.73,0.24,0.03,9.493563,9.137111,8.158135,10.493563,95.29652,synthetic_analytical
0.65,465.92,50.0,7.0,2.0,0.73,0.24,0.03,9.493563,9.137111,8.158135,11.493563,87.005225,synthetic_analytical
0.65,465.92,50.0,7.0,3.0,0.73,0.24,0.03,9.493563,9.137111,8.158135,12.493563,80.04122,synthetic_analytical
0.65,465.92,65.0,3.5,0.0,0.68,0.31,0.01,9.289282,9.07854,5.438757,9.289282,107.650942,synthetic_analytical
0.65,465.92,65.0,3.5,1.0,0.68,0.31,0.01,9.289282,9.07854,5.438757,10.289282,97.188507,synthetic_analytical
0.65,465.92,65.0,3.5,2.0,0.68,0.31,0.01,9.289282,9.07854,5.438757,11.289282,88.579589,synthetic_analytical
0.65,465.92,65.0,3.5,3.0,0.68,0.31,0.01,9.289282,9.07854,5.438757,12.289282,81.371716,synthetic_analytical
0.65,465.92,65.0,5.5,0.0,0.67,0.31,0.02,9.248426,9.07854,6.922054,9.248426,108.126503,synthetic_analytical
0.65,465.92,65.0,5.5,1.0,0.67,0.31,0.02,9.248426,9.07854,6.922054,10.248426,97.575956,synthetic_analytical
0.65,465.92,65.0,5.5,2.0,0.67,0.31,0.02,9.248426,9.07854,6.922054,11.248426,88.901324,synthetic_analytical
0.65,465.92,65.0,5.5,3.0,0.67,0.31,0.02,9.248426,9.07854,6.922054,12.248426,81.643141,synthetic_analytical
0.65,465.92,65.0,7.0,0.0,0.66,0.31,0.03,9.20757,9.07854,8.158135,9.20757,108.606284,synthetic_analytical
0.65,465.92,65.0,7.0,1.0,0.66,0.31,0.03,9.20757,9.07854,8.158135,10.20757,97.966506,synthetic_analytical
0.65,465.92,65.0,7.0,2.0,0.66,0.31,0.03,9.20757,9.07854,8.158135,11.20757,89.225405,synthetic_analytical
0.65,465.92,65.0,7.0,3.0,0.66,0.31,0.03,9.20757,9.07854,8.158135,12.20757,81.916382,synthetic_analytical
0.75,537.6,35.0,3.5,0.0,0.84,0.15,0.01,8.617249,8.158135,5.438757,8.617249,116.046322,synthetic_analytical
0.75,537.6,35.0,3.5,1.0,0.84,0.15,0.01,8.617249,8.158135,5.438757,9.617249,103.979843,synthetic_analytical
0.75,537.6,35.0,3.5,2.0,0.84,0.15,0.01,8.617249,8.158135,5.438757,10.617249,94.18636,synthetic_analytical
0.75,537.6,35.0,3.5,3.0,0.84,0.15,0.01,8.617249,8.158135,5.438757,11.617249,86.078902,synthetic_analytical
0.75,537.6,35.0,5.5,0.0,0.83,0.15,0.02,8.58184,8.158135,6.922054,8.58184,116.525127,synthetic_analytical
0.75,537.6,35.0,5.5,1.0,0.83,0.15,0.02,8.58184,8.158135,6.922054,9.58184,104.364089,synthetic_analytical
0.75,537.6,35.0,5.5,2.0,0.83,0.15,0.02,8.58184,8.158135,6.922054,10.58184,94.501523,synthetic_analytical
0.75,537.6,35.0,5.5,3.0,0.83,0.15,0.02,8.58184,8.158135,6.922054,11.58184,86.342067,synthetic_analytical
0.75,537.6,35.0,7.0,0.0,0.82,0.15,0.03,8.546431,8.158135,8.158135,8.546431,117.007901,synthetic_analytical
0.75,537.6,35.0,7.0,1.0,0.82,0.15,0.03,8.546431,8.158135,8.158135,9.546431,104.751185,synthetic_analytical
0.75,537.6,35.0,7.0,2.0,0.82,0.15,0.03,8.546431,8.158135,8.158135,10.546431,94.818803,synthetic_analytical
0.75,537.6,35.0,7.0,3.0,0.82,0.15,0.03,8.546431,8.158135,8.158135,11.546431,86.606845,synthetic_analytical
0.75,537.6,50.0,3.5,0.0,0.77,0.22,0.01,8.369389,8.375685,5.438757,8.375685,119.393218,synthetic_analytical
0.75,537.6,50.0,3.5,1.0,0.77,0.22,0.01,8.369389,8.375685,5.438757,9.375685,106.658872,synthetic_analytical
0.75,537.6,50.0,3.5,2.0,0.77,0.22,0.01,8.369389,8.375685,5.438757,10.375685,96.379178,synthetic_analytical
0.75,537.6,50.0,3.5,3.0,0.77,0.22,0.01,8.369389,8.375685,5.438757,11.375685,87.906793,synthetic_analytical
0.75,537.6,50.0,5.5,0.0,0.77,0.21,0.02,8.369389,7.994972,6.922054,8.369389,119.483041,synthetic_analytical
0.75,537.6,50.0,5.5,1.0,0.77,0.21,0.02,8.369389,7.994972,6.922054,9.369389,106.73055,synthetic_analytical
0.75,537.6,50.0,5.5,2.0,0.77,0.21,0.02,8.369389,7.994972,6.922054,10.369389,96.437702,synthetic_analytical
0.75,537.6,50.0,5.5,3.0,0.77,0.21,0.02,8.369389,7.994972,6.922054,11.369389,87.955477,synthetic_analytical
0.75,537.6,50.0,7.0,0.0,0.76,0.21,0.03,8.33398,7.994972,8.158135,8.33398,119.990689,synthetic_analytical
0.75,537.6,50.0,7.0,1.0,0.76,0.21,0.03,8.33398,7.994972,8.158135,9.33398,107.135434,synthetic_analytical
0.75,537.6,50.0,7.0,2.0,0.76,0.21,0.03,8.33398,7.994972,8.158135,10.33398,96.768138,synthetic_analytical
0.75,537.6,50.0,7.0,3.0,0.76,0.21,0.03,8.33398,7.994972,8.158135,11.33398,88.23026,synthetic_analytical
0.75,537.6,65.0,3.5,0.0,0.72,0.27,0.01,8.192346,7.907115,5.438757,8.192346,122.065161,synthetic_analytical
0.75,537.6,65.0,3.5,1.0,0.72,0.27,0.01,8.192346,7.907115,5.438757,9.192346,108.786161,synthetic_analytical
0.75,537.6,65.0,3.5,2.0,0.72,0.27,0.01,8.192346,7.907115,5.438757,10.192346,98.112842,synthetic_analytical
0.75,537.6,65.0,3.5,3.0,0.72,0.27,0.01,8.192346,7.907115,5.438757,11.192346,89.346776,synthetic_analytical
0.75,537.6,65.0,5.5,0.0,0.71,0.27,0.02,8.156937,7.907115,6.922054,8.156937,122.595036,synthetic_analytical
0.75,537.6,65.0,5.5,1.0,0.71,0.27,0.02,8.156937,7.907115,6.922054,9.156937,109.206821,synthetic_analytical
0.75,537.6,65.0,5.5,2.0,0.71,0.27,0.02,8.156937,7.907115,6.922054,10.156937,98.454877,synthetic_analytical
0.75,537.6,65.0,5.5,3.0,0.71,0.27,0.02,8.156937,7.907115,6.922054,11.156937,89.630334,synthetic_analytical
0.75,537.6,65.0,7.0,0.0,0.71,0.27,0.02,8.156937,7.907115,5.438757,8.156937,122.595036,synthetic_analytical
0.75,537.6,65.0,7.0,1.0,0.71,0.27,0.02,8.156937,7.907115,5.438757,9.156937,109.206821,synthetic_analytical
0.75,537.6,65.0,7.0,2.0,0.71,0.27,0.02,8.156937,7.907115,5.438757,10.156937,98.454877,synthetic_analytical
0.75,537.6,65.0,7.0,3.0,0.71,0.27,0.02,8.156937,7.907115,5.438757,11.156937,89.630334,synthetic_analytical
